   1.3281497e+01   4.6002934e-16
   2.1185651e+01   1.0521703e+00
   2.3832417e+01   1.2169101e+00
   2.3819372e+01   1.4265045e+00
   2.1172605e+01   1.2617647e+00
   1.3198498e+01   1.3280801e+00
   2.0912740e+01   3.3469311e+00
   2.3519143e+01   3.8359886e+00
   2.3480415e+01   4.0423866e+00
   2.0874013e+01   3.5533291e+00
   1.2950129e+01   2.6455890e+00
   2.0366205e+01   5.5779661e+00
   2.2895617e+01   6.3745788e+00
   2.2832534e+01   6.5748800e+00
   2.0303123e+01   5.7782673e+00
   1.2539648e+01   3.9444351e+00
   1.9570668e+01   7.7123566e+00
   2.1993368e+01   8.7907999e+00
   2.1907967e+01   8.9826506e+00
   1.9485268e+01   7.9042074e+00
   1.1980542e+01   5.2004538e+00
   1.7230790e+01   1.1370490e+01
   1.9081671e+01   1.3269636e+01
   1.8931280e+01   1.3416205e+01
   1.7080399e+01   1.1517059e+01
   1.1225363e+01   6.2922218e+00
   1.6132118e+01   1.2728015e+01
   1.7879081e+01   1.4723167e+01
   1.7721087e+01   1.4861507e+01
   1.5974124e+01   1.2866355e+01
   1.0399100e+01   7.3312328e+00
   1.4513090e+01   1.4279944e+01
   1.6017941e+01   1.6463505e+01
   1.5845028e+01   1.6582672e+01
   1.4340177e+01   1.4399111e+01
   9.4250606e+00   8.2464595e+00
   1.2106724e+01   1.5829740e+01
   1.3162707e+01   1.8262313e+01
   1.2970074e+01   1.8345935e+01
   1.1914091e+01   1.5913362e+01
   8.2598547e+00   8.9012028e+00
   8.3120788e+00   1.6895062e+01
   8.5323519e+00   1.9537787e+01
   8.3230776e+00   1.9555230e+01
   8.1028045e+00   1.6912505e+01
   6.8333903e+00   9.0500175e+00
   3.9646375e+00   1.6439345e+01
   3.1980334e+00   1.8978012e+01
   2.9969993e+00   1.8917306e+01
   3.7636034e+00   1.6378638e+01
   5.4944751e+00   8.5359624e+00
   9.0500860e-01   1.4944109e+01
  -4.7257672e-01   1.7210113e+01
  -6.5201892e-01   1.7101023e+01
   7.2556640e-01   1.4835020e+01
   4.4016118e+00   7.6471461e+00
  -1.4726206e+00   1.2843212e+01
  -3.3220370e+00   1.4743783e+01
  -3.4725411e+00   1.4597330e+01
  -1.6231246e+00   1.2696758e+01
   3.5991418e+00   6.4893953e+00
  -3.9125787e+00   1.0035515e+01
  -6.2091816e+00   1.1361459e+01
  -6.3141816e+00   1.1179594e+01
  -4.0175787e+00   9.8536496e+00
   2.2503181e+00   5.4441034e+00
  -5.6003171e+00   7.9256196e+00
  -8.0503427e+00   8.9404534e+00
  -8.1307062e+00   8.7464387e+00
  -5.6806806e+00   7.7316049e+00
   1.1638282e+00   4.1163476e+00
  -6.8765121e+00   5.5041169e+00
  -9.4380398e+00   6.1904762e+00
  -9.4923918e+00   5.9876317e+00
  -6.9308641e+00   5.3012725e+00
   3.9788770e-01   2.5644810e+00
  -7.6754485e+00   2.8620368e+00
  -1.0304650e+01   3.2081777e+00
  -1.0332060e+01   2.9999743e+00
  -7.7028590e+00   2.6538334e+00
   2.0483118e-03   8.7097141e-01
  -7.9556658e+00   1.0500000e-01
  -1.0607554e+01   1.0500000e-01
  -1.0607554e+01  -1.0500000e-01
  -7.9556658e+00  -1.0500000e-01
   2.0483118e-03  -8.7097141e-01
  -7.7028590e+00  -2.6538334e+00
  -1.0332060e+01  -2.9999743e+00
  -1.0304650e+01  -3.2081777e+00
  -7.6754485e+00  -2.8620368e+00
   3.9788770e-01  -2.5644810e+00
  -6.9308641e+00  -5.3012725e+00
  -9.4923918e+00  -5.9876317e+00
  -9.4380398e+00  -6.1904762e+00
  -6.8765121e+00  -5.5041169e+00
   1.1638282e+00  -4.1163476e+00
  -5.6806806e+00  -7.7316049e+00
  -8.1307062e+00  -8.7464387e+00
  -8.0503427e+00  -8.9404534e+00
  -5.6003171e+00  -7.9256196e+00
   2.2503181e+00  -5.4441034e+00
  -4.0175787e+00  -9.8536496e+00
  -6.3141816e+00  -1.1179594e+01
  -6.2091816e+00  -1.1361459e+01
